name,description,category,url,scraped_at
TrustInSoft CI,Advanced C & C++ static analysis to detect and troubleshoot the most subtle issues in your source code,security,https://github.com/marketplace/trustinsoft-ci,2025-10-22T05:46:26.262941
Xygeni Sensor,Xygeni Sensor monitors user actions in GitHub to identify unusual behavior,security,https://github.com/marketplace/xygeni-sensor,2025-10-22T05:46:26.985437
Scuba Log Collector,Scuba log collection app for integrating git hub logs into Microsoft security products,security,https://github.com/marketplace/scuba-log-collector,2025-10-22T05:46:27.994530
Ostorlab Security Scanner,"Automated security scanning with AI-powered fixes, view and fix vulnerabilities directly in your workflow",security,https://github.com/marketplace/ostorlab-security-scanner,2025-10-22T05:46:28.165509
LinuxPatch.com,"Linux Patch Management: One-click updates, AI-powered CVE reports, autopilot, server grouping, and health checks",security,https://github.com/marketplace/linuxpatch-com,2025-10-22T05:46:29.243713
SGNL for GitHub,Control access to and actions in GitHub with context-based and CAEP-informed policies,security,https://github.com/marketplace/sgnl-for-github,2025-10-22T05:46:31.576161
Kapspire,Welcome to the official Kapspire Github app page! Make sure to support us with a follow on everything! https://kaps.ml/media,security,https://github.com/marketplace/kapspire,2025-10-22T05:46:32.710162
RZ-SEC (Legacy),deprecated version,security,https://github.com/marketplace/rezonate-identity-security,2025-10-22T05:46:32.842121
Issue Embed,Collect bugs and feedback directly from your website's visitors straight into your repository's Github Issues,support,https://github.com/marketplace/issue-embed,2025-10-22T05:46:35.362584
Templater,Ensure PR & Issue Templates are followed,support,https://github.com/marketplace/templater,2025-10-22T05:46:35.855344
Sticky Scanner,This app extracts text from sticky images and registers it as issues on GitHub,support,https://github.com/marketplace/sticky-scanner,2025-10-22T05:46:36.399519
Scitor - CustomerOps,"Collaborate with your clients using GitHub Discussions, bringing customer support close to your development",support,https://github.com/marketplace/scitor-customerops,2025-10-22T05:46:37.694672
SupportBee,Create Github issues from customer support emails in SupportBee,support,https://github.com/marketplace/supportbee,2025-10-22T05:46:39.726262
OctoPaji - GitHub Bot,"This bot looks for similar issue/PR, labels & assigns maintainer and posts GIF from Tenor API",support,https://github.com/marketplace/octopaji,2025-10-22T05:46:40.096123
Get Documentation,Beautiful documentation for free. Hosted on Github in markdown,support,https://github.com/marketplace/get-documentation,2025-10-22T05:46:41.483474
Run actions from comment,Allows to trigger specific action via comment,testing,https://github.com/marketplace/run-actions-from-comment,2025-10-22T05:46:50.740228
CUE Unity,A regression and performance testing framework which tests CUE releases against a large corpus of code,testing,https://github.com/marketplace/cue-unity,2025-10-22T05:46:52.148188
XUnit Reporter,A GitHub app to process XUnit reports,testing,https://github.com/marketplace/xunit-reporter,2025-10-22T05:46:52.870959
Deeptest for GitHub,End to end automated visual regression testing,testing,https://github.com/marketplace/deeptest-for-github,2025-10-22T05:46:56.249755
Gaffer.sh,Simple Test Report Hosting,testing,https://github.com/marketplace/gaffer-sh,2025-10-22T05:46:56.613496
Creating GitHub branches from Jira,Create and view GitHub branches directly from a Jira issue,utilities,https://github.com/marketplace/creating-github-branches-from-jira,2025-10-22T05:47:09.354410
Create Issue Branch,Bot that creates an issue branch after assigning an issue,utilities,https://github.com/marketplace/create-issue-branch,2025-10-22T05:47:11.275139
kodiak,automate your pull request workflow,utilities,https://github.com/marketplace/kodiakhq,2025-10-22T05:47:15.124178
ApiFlash,Simple and powerful website screenshot API based on Google Chrome and AWS Lambda,utilities,https://github.com/marketplace/apiflash,2025-10-22T05:47:15.540759
repo rules,"ensure that all repositories have the same settings, e.g. visibility, squash delete, gpg branch protection, team permissions",utilities,https://github.com/marketplace/repo-rules,2025-10-22T05:47:22.171128
GitLatch,"GitLatch lets you source control your Office .docx, .xlsx and .pptx files with GitHub",utilities,https://github.com/marketplace/gitlatch,2025-10-22T05:47:24.652849
devmarks.io,Bookmarking for Developers: Automatically sync all your developer resources to one place,utilities,https://github.com/marketplace/devmarks-io,2025-10-22T05:47:31.883396
Merge when green,Automatically merge pull requests when all tests have passed,utilities,https://github.com/marketplace/merge-when-green,2025-10-22T05:47:32.222286
GitToDo App,A responsive Kanban board for managing to-do items written in TODO.md on GitHub,utilities,https://github.com/marketplace/gittodo-app,2025-10-22T05:47:33.437054
Auto Branch,Create branch from issue automatically,utilities,https://github.com/marketplace/auto-branch,2025-10-22T05:47:35.601181
Webhook Actions,Transforms your organization's webhook events into streamlined repository dispatches,utilities,https://github.com/marketplace/webhook-actions,2025-10-22T05:47:35.967155
Docamatic PDF API,Generate PDFs and images from HTML or templates,utilities,https://github.com/marketplace/docamatic,2025-10-22T05:47:40.574413
PowerShell for GitHub,PowerShell for GitHub,utilities,https://github.com/marketplace/powershell-module-for-github,2025-10-22T05:47:41.339209
Slash Command,Slash Commands for GitHub,utilities,https://github.com/marketplace/slash-command,2025-10-22T05:47:41.516760
PR Label Enforcer,"If config file provided, this app prevents PRs from getting merged if it doesn't contain certain labels",utilities,https://github.com/marketplace/pr-label-enforcer,2025-10-22T05:47:42.427783
New Relic Observability,"Simplify user and team onboarding, role management, and entity ownership mapping in New Relic with this integration",utilities,https://github.com/marketplace/new-relic-observability,2025-10-22T05:47:45.823471
Autoprovision GitHub Resources,Automate the creation or updation of GitHub resources with just a few input values,utilities,https://github.com/marketplace/autoprovision-github-resources,2025-10-22T05:47:50.936921
FeatureNinjas,The only app to serve feature flags from your GitHub repositories,utilities,https://github.com/marketplace/featureninjas,2025-10-22T05:47:53.602278
Pre-flight,Automatically create enforceable to-do lists for every pull request based on your commit messages,utilities,https://github.com/marketplace/pre-flight,2025-10-22T05:47:54.042614
sshpiper,ssh with your github identity,utilities,https://github.com/marketplace/sshpiper,2025-10-22T05:47:55.189745
D Comments,Add a comments section to your website using github discussions,utilities,https://github.com/marketplace/d-comments,2025-10-22T05:47:56.036070
SigTech GitHub Integration,Git functionality and GitHub integration for SigTech workspaces,utilities,https://github.com/marketplace/sigtech-github-integration,2025-10-22T05:47:59.642477
Alfinet TV,Alfinet TV Pro,utilities,https://github.com/marketplace/alfinet-tv,2025-10-22T05:48:00.958110
Save App Token to Secrets,"Auto save or update the app's installation token into secrets of current repo, then use it as GITHUB_TOKEN in your workflows",utilities,https://github.com/marketplace/save-app-token-to-secrets,2025-10-22T05:48:04.356410
Zelt for Github,Zelt is the first online back-office platform designed for the modern company,utilities,https://github.com/marketplace/zelt-for-github,2025-10-22T05:48:08.253470
GoSearch App,Search all your GitHub knowledge in one place,utilities,https://github.com/marketplace/gosearch-app,2025-10-22T05:48:09.839116
MapDiffBot-DMM,"Generates DMM files showing the changes in a map via Checks API, in a convenient format with easily locatable changes",utilities,https://github.com/marketplace/mapdiffbot-dmm,2025-10-22T05:48:13.109402
webhook2 - GitHub events to Slack,Convert Github events to Slack messages,utilities,https://github.com/marketplace/webhook2-github-events-to-slack,2025-10-22T05:48:14.622416
GitFleet App,"Automate any task on Github. Simple, mega-flexible and super-fast",utilities,https://github.com/marketplace/gitfleet-app,2025-10-22T05:48:18.090929
cloud-concierge,App that allows the cloud-concierge container to open Pull Requests in a particular repository,utilities,https://github.com/marketplace/cloud-concierge,2025-10-22T05:48:19.056394
COSMO Alpaca,A modern implementation toolset for Microsoft Dynamics 365 Business Central,utilities,https://github.com/marketplace/cosmo-alpaca,2025-10-22T05:48:29.846981
The Geoffrey,Turn Code Comments into Chores,utilities,https://github.com/marketplace/the-geoffrey,2025-10-22T05:48:30.399454
Contribeautiful,Draw and generate your own GitHub contribution history graph,utilities,https://github.com/marketplace/contribeautiful,2025-10-22T05:48:30.813266
gg CLI,gg is Git with less typing,utilities,https://github.com/marketplace/gg-cli,2025-10-22T05:48:32.317302
Statussync App,Sync with Third-party Services,utilities,https://github.com/marketplace/statussync-app,2025-10-22T05:48:32.833058
Extra Tools for GitHub,GitHub tools that are not part of the main GitHub interface like transferring repositories in bulk,utilities,https://github.com/marketplace/extra-tools-for-github,2025-10-22T05:48:32.903145
Zapounty,notify the community about any Zap rewards related to GitHub issues,utilities,https://github.com/marketplace/zapounty,2025-10-22T05:48:34.686751
Code Clips,Manage and share reusable code,utilities,https://github.com/marketplace/code-clips,2025-10-22T05:48:36.860934
